prd_cd,prd_brnd_nm,prd_brnd_cd,prd_tp_cat_vl,prd_nm,item_index
001091000028,미팩토리,00109,"",[미팩토리]1단 돼지코팩 10매입+필링패드 5매,318
111310000407,미쟝센,11131,컬러,[P] 내추럴 컬러 크림 1+1(5N 갈색),319
000511000094,피카소,00051,얼굴(Face) 전용,202a 파운데이션,320
111970000474,라네즈,11197,립케어 & 립밤,립 슬리핑 마스크,321
110640100293,프리메라,11064,세트,[한정/NEW] 리페어빈 시카 에센스 대용량 기획세트,322
111650000225,한율,11165,바디오일 & 미스트,산들박하 트러블 스프레이(바디용),323
220220000128,리리코스 마린에너지,22022,쿠션,[P] 컬러 레이어링 쿠션,324
611121000074,에스쁘아,61112,립틴트,컬러코닉 벨벳 틴트 라커,325
111290000442,해피바스,11129,바디워시,에센스 바디워시,326
002011000079,스틸라,00201,아이섀도우,[PV] 매트 앤 메탈 아이섀도우 팔레트,327
177770000021,비레디,17777,아이브로우,프라이드 업 아이브로우 포 히어로즈 다크브라운,328
002061000438,에뛰드하우스,00206,아이섀도우,럭스 온 아이즈,329
111970000445,라네즈,11197,스킨 & 메이크업소품,아이래시 컬러 #16,330
001041000014,센카,00104,클렌징 폼,올 클리어 더블 더블유 2개,331
111970000588,라네즈,11197,아이라이너,핑거그래픽라이너,332
002081000007,릴리바이레드,00208,아이라이너,스태리아이즈 젤 아이라이너,333
110770000071,바이탈뷰티,11077,슬리밍,슬리머디엑스,334
002061000322,에뛰드하우스,00206,"",모공타파 카테킨 딥클렌징 마스크,335
000511000100,피카소,00051,눈(Eye) 전용,206A 아이섀도우,336
000511000161,피카소,00051,눈(Eye) 전용,718 아이브로우,337
007011000075,프라고나르퍼퓸,00701,향수,프라고나르 모망 볼레 오데토일렛 100ML,338
111771000726,이니스프리,11177,클렌징 폼,더미니멈 페이셜 클렌저,339
007021000049,프라다퍼퓸,00702,여성향수,프라다 캔디 EDP 50ML,340
111290000506,해피바스,11129,바디워시,퓨어 약산성 버블워시 2종,341
111290000491,해피바스,11129,바디워시,오떼르말 실리카 스크럽 워시,342
111130000709,아이오페,11113,쿠션,[P][면세전용] 에어쿠션 커버 21 60g 듀오,343
111170000437,설화수,11117,세트,[한정/소용량] 자음생에센스 기획(쇼핑백 포함),344
111070100893,헤라,11107,세트,[기획] 시그니아 스페셜 4종세트,345
111410100322,려,11141,샴푸,[2입] 자양윤모 탈모증상케어 중건성 두피용 샴푸,346
220220100073,리리코스 마린에너지,22022,세트,하이드레이팅 펄스 에센셜 세트,347
111771001307,이니스프리,11177,아이섀도우,제주 컬러피커 새별 리퀴드 섀도우,348
111130000375,아이오페,11113,필링 & 스크럽,프로 필링 소프트 젤,349
111170000150,설화수,11117,에센스 & 크림,본윤유액,350
007021000035,프라다퍼퓸,00702,남성향수,프라다 루나 로사 오 스포츠 EDT 125ML(+기프트증정),351
001051000026,해서린,00105,메이크업 리무버,선셋 카멜리아 립앤아이 리무버 (해질녘동백리무버) 기획세트,352
002061000546,에뛰드하우스,00206,프라이머 & 베이스,하트 블라썸 새틴피니시 베이스 [핑크],353
000511000202,피카소,00051,눈(Eye) 전용,402 스크류 브러쉬,354
005021000036,마이팩토리,00502,소품 & 도구,엘리트모델스 지브라 네일 파일,355
111310100577,미쟝센,11131,에센스 & 세럼,[세트] 퍼펙트세럼 로즈퍼퓸+오리지널,356
111930000002,시예누,11193,로션 & 에멀젼,타임브레이스 에멀젼,357
007011000590,CEO 보떼,00701,향수,데렉렘 기브 미 더 나잇 EDP 50ML,358
220110000054,구딸파리,22011,향수,뉘 에 꽁피덩스 EDP,359
110640000411,프리메라,11064,샴푸,마일드 카밍 버블 샴푸 포 캣,360
611121000401,에스쁘아,61112,파운데이션,(+스폰지) NEW 프로 테일러 파운데이션 비 실크 SPF34 PA++,361
111650000133,한율,11165,크림,백화고 기미단 크림,362
002071000004,부르조아,00207,아이섀도우,스모키 스토리즈 아이섀도우 팔레트,363
111650100379,한율,11165,세트,세살쑥 진정 에센스 기획세트,364
002061000079,에뛰드하우스,00206,아이섀도우,블링블링 아이스틱,365
110640000055,프리메라,11064,클렌징 폼,스무스 클렌징 크림,366
111380000025,아모레퍼시픽,11138,앰플,타임 레스폰스 인텐시브 스킨 리뉴얼 앰플,367
111130000067,아이오페,11113,파우더,슈퍼바이탈 트윈팩트 SPF 32 PA+++,368
111380000127,아모레퍼시픽,11138,미스트,[소용량] 모이스춰 바운드 스킨 에너지 미스트,369
111070000507,헤라,11107,프라이머 & 베이스,매직 스타터 SPF25 PA++,370
111970000866,라네즈,11197,로션 & 에멀젼,[P] 에센셜 밸런싱 에멀젼_모이스춰 120ml,371
150100000004,에스트라,15010,크림,리제덤365 리페어 퍼밍 크림,372
007021000012,프라다퍼퓸,00702,남성향수,르옴므 프라다 로 EDT 50ML,373
007011000560,CEO 보떼,00701,스킨케어,랑팔라투르 맘앤베이비 유기농 베이비 클렌저 500ML 1+1,374
220110000058,구딸파리,22011,여성향수,샤 페르쉐 EDT,375
111310100440,미쟝센,11131,스타일링,[2입] 파워스윙 포마드 왁스7,376
001061000006,아넷사,00106,"",아넷사 화이트닝 UV 선스크린 젤 90g,377
110650000786,마몽드,11065,파운데이션,올스테이파운데이션 글로우 21N호 미니 + 크리미틴트인텐스 06호 베이비로즈,378
111290100653,해피바스,11129,바디모이스처라이저,[3입] 라벤더 데일리 모이스춰 오일 인 로션,379
000511000147,피카소,00051,얼굴(Face) 전용,FB16 파운데이션/블러셔,380
000511000191,피카소,00051,얼굴(Face) 전용,601 파우더,381
000521000008,피카소 꼴레지오니,00052,브러쉬,221 아이섀도우,382
111130000338,아이오페,11113,에센스 & 세럼,라이브 리프트 세럼,383
111290000548,해피바스,11129,클렌징,[P] 솝베리 클렌징폼 175g,384
005021000127,마이팩토리,00502,바디 & 헤어 소품,엘리트스파 메쉬 마사지 바디 브러시,385
310050000057,메디안,31005,칫솔,프라그 칫솔 3종,386
111170000247,설화수,11117,핸드 & 풋케어,핸드크림 금윤향,387
180040000011,머지,18004,립틴트,오프더 레코드 피팅립,388
111310100523,미쟝센,11131,컬러,[3입] 쉽고빠른 거품염색 2N 흑색,389
001051000034,해서린,00105,클렌징 워터,원킬 립앤아이 리무버 패드 + 선셋 카멜리아 립앤아이리무버 145ml,390
003021000080,아로마티카,00302,스킨 & 토너,리바이빙 로즈 인퓨전 트리트먼트 토너 200ml,391
111410100348,려,11141,샴푸,[세트] 함초수 달맞이꽃 채운 샴푸/컨디셔너,392
111270000167,일리윤,11127,바디워시,프레쉬 모이스춰 바디워시,393
111771000898,이니스프리,11177,마스크 & 팩,19′ 화산송이 블랙헤드 아웃 밤,394
001071000013,BCL,00107,아이브로우,브로우래쉬EX 워터스트롱W 아이브로우 펜슬&리퀴드,395
002111000034,PUPA(뿌빠),00211,립,캔디펑크 트루 립스,396
111170000175,설화수,11117,아이 & 넥,탄력넥크림,397
008011000013,생활도감,00801,트리트먼트 & 팩,LPP트리트먼트,398
000521000004,피카소 꼴레지오니,00052,브러쉬,14 블러셔,399
000511000197,피카소,00051,눈(Eye) 전용,500 아이섀도우,400
001081000001,라포티셀,00108,스킨 & 토너,A.C. 데일리 필링 부스터 200ml,401
110650000714,마몽드,11065,립틴트,[P] 하이라이트 립 틴트 벨벳,402
111771001007,이니스프리,11177,클렌징,마이 퍼퓸드 바디 바디 클렌저 (6종 택1),403
002121000029,케이트,00212,아이섀도우,케이트 더 아이 컬러,404
111310000221,미쟝센,11131,트리트먼트 & 팩,에이징 케어 트리트먼트,405
000511000108,피카소,00051,눈(Eye) 전용,214 아이섀도우,406
007011000482,CEO 보떼,00701,스킨케어,랑팔라투르 베이비 세트 (로션+멀티보호크림+샤워젤) + 파우치+ 수퍼팩티드솝 100g,407
111070000422,헤라,11107,쿠션,에이지 리버스 쿠션,408
110770000084,바이탈뷰티,11077,홍삼 & 진생베리,홍삼진액본,409
002061000253,에뛰드하우스,00206,아이라이너,슈퍼 슬림 프루프 펜슬 라이너,410
110640000093,프리메라,11064,바디워시,후리 앤 후리 티슈,411
111771001541,이니스프리,11177,스킨 & 토너,제주왕벚꽃 스킨 200mL+GIFT,412
111070000669,헤라,11107,쿠션,[리필] UV 미스트 쿠션 커버,413
111270100271,일리윤,11127,바디모이스처라이저,[2입] 프레쉬 모이스춰 바디로션,414
111070000626,헤라,11107,에센스 & 크림,옴므 올인원 페이셜 드링크,415
111070000248,헤라,11107,로션 & 에멀젼,에이지 어웨이 바이탈라이징 에멀젼,416
005021000137,마이팩토리,00502,네일아트 & 스티커,디어마이네일 콩닥콩닥핑크,417
111070000326,헤라,11107,로션 & 에멀젼,아쿠아볼릭 에센셜 에멀젼,418
005031000023,라 리베라,00503,스킨/바디케어,[자연주의베블] 베블 탑투토우워시(딸기향)+스프레이 컨디셔너,419
180040000010,머지,18004,아이라이너,더 퍼스트 슬림 젤 아이라이너,420
003021000019,아로마티카,00302,트리트먼트 & 팩,로즈마리 헤어 씨크닝 3-in-1 트리트먼트 110ml,421
111130000425,아이오페,11113,클렌징 폼,모이스트 클렌징 오일,422
111771000687,이니스프리,11177,선케어,미니멈선크림SPF25PA++,423
110650000407,마몽드,11065,로션 & 에멀젼,에이지컨트롤 에멀젼,424
002111000055,PUPA(뿌빠),00211,블러셔,글래머로즈 앳 퍼스트 블러쉬,425
001041000026,센카,00104,"",[TISS] 딥오프 딥클렌징오일230ml 파란티스2개,426
611121000189,에스쁘아,61112,"",트리머,427
111771001523,이니스프리,11177,로션 & 에멀젼,제주왕벚꽃 로션 100mL+듀얼 파우치,428
110910000171,베리떼,11091,쿠션,[P] [리필] 느와르 사틴 핏 쿠션 SPF50+/PA++++,429
004011000016,로마샴푸,00401,에센스 & 세럼 & 오일,포티파잉 리페어리티브 토닉,430
180031000011,디어. 클레어스,18003,메이크업 리무버,젠틀 블랙 슈거 페이셜 폴리쉬,431
007011000427,펜할리곤스,00701,향수,펜할리곤스 사보이 스팀 EDP 100ML,432
111770001366,이니스프리,11177,스킨케어,[P][수출용]제주용암해수 안티에이징 세트,433
000511000196,피카소,00051,입술(Lip) 전용,501 medium 립,434
007021000051,프라다퍼퓸,00702,여성향수,레스 인퓨젼 디 프라다 아이리스 세더 EDP 100ML,435
220110000098,구딸파리,22011,핸드 & 풋케어,핸드밤 드 이탈리,436
310050000065,메디안,31005,칫솔,굿모닝 초극세모 온팩 칫솔 4입,437
310300100035,플레시아,31030,치약,솔잎티 치약 [6입],438
611121000315,에스쁘아,61112,립스틱,NEW 꾸뛰르 립 플루이드 벨벳,439
111290000545,해피바스,11129,바디워시,미셀라 스크럽 바디워시,440
111771001012,이니스프리,11177,에센스 & 세럼,제주 용암해수 부스팅 앰플,441
111310100552,미쟝센,11131,컬러,[3입] 헬로버블 9B 트윙클블루,442
111810000025,아웃런,11181,선케어,울트라 서핑 선크림,443
111970000863,라네즈,11197,립틴트,[P] 투톤 틴트 립 바 M07_프레쉬컷 로즈 [어텀뮤트 컬렉션] 2g,444
001121000010,베리맘,00112,스킨/바디케어,씨드 세라마이드 크림,445
001041000012,센카,00104,"",올 클리어 오일,446
007021000064,프라다퍼퓸,00702,향수,프라다 레스 인퓨젼 디 프라다 베티버 EDP 100ML,447
001121000007,베리맘,00112,for Mom,씨드 세라마이드 마이 마스크시트,448
002091000030,캔메이크,00209,브론져,글로우 플로어 하이라이터 + 매트 플로어 쉐딩,449
111110000011,오딧세이,11111,로션 & 에멀젼,블랙 에멀젼,450
001131000018,샬랑드파리,00113,로션 & 에멀젼,에쌍스 드 보떼 알바로사,451
111290100618,해피바스,11129,비누,[20입] 두보레 후리지아 비누,452
000511000083,피카소,00051,스킨 & 메이크업소품,메이크업 스펀지 6p,453
007011000044,프라고나르퍼퓸,00701,향수,프라고나르 콘체르토 오데토일렛 100ML,454
000511000043,피카소,00051,얼굴(Face) 전용,194 컨실러,455
000511000122,피카소,00051,눈(Eye) 전용,239B 아이섀도우,456
007011000572,CEO 보떼,00701,향수,파코라반 레이디밀리언 EDP 80ML + 트레블 스프레이 10ML 수입세트,457
110650000510,마몽드,11065,아이 & 넥,인리치드 뉴트리 아이크림,458
180040000015,머지,18004,아이섀도우,바이트 더 비트 아이섀도우 팔레트 팝 인 무드,459
111830100022,스테디,11183,마스크 & 팩,패브릭 마스크 탄력웨어 오레이어드셀 [5매],460
110640000140,프리메라,11064,BB & CC크림,내추럴 스킨 브라이트 BB크림,461
110650000258,마몽드,11065,아이라이너,롱래스팅 리퀴드 아이라이너,462
002011000073,스틸라,00201,립틴트,샤인 피버 립 바이닐,463
001101000011,센텔리안24,00110,마스크 & 팩,마스크3 인텐시브 포뮬러(영양),464
110770000126,큐브미,11077,이너뷰티,[P] 클린 큐브 35주 [5개입],465
111771000932,이니스프리,11177,프라이머 & 베이스,19′ 미네랄 메이크업 베이스 (3종 택1),466
111070000691,헤라,11107,쿠션,[P] UV 미스트쿠션 듀오세트 커버 13호 (30g*2),467
111610100055,프레시팝,11161,샴푸,두피 딥클렌징 슈퍼 유칼립투스 샴푸 3입,468
002161000018,밀리마쥬,00216,쿠션,파워핏 스키니 커버쿠션,469
002061000097,에뛰드하우스,00206,세트,순정 스킨케어 2종세트,470
111970000075,라네즈,11197,스킨 & 토너,퍼펙트 리뉴 스킨 리파이너,471
001071000020,BCL,00107,아이라이너,브로우래쉬 EX 슬림 젤 펜슬 라이너 0.12g,472
111290100629,해피바스,11129,바디워시,[3입] 퓨어화이트 피어니 퍼퓸 바디워시,473
111610100087,프레시팝,11161,샴푸,[세트] 유칼립투스 샴푸/컨디셔너,474
110650000765,마몽드,11065,립스틱,[P] 트루컬러 립스틱,475
111310100643,미쟝센,11131,샴푸,[세트] 리페어&릴렉싱 샴푸+컨디셔너,476
111170000185,설화수,11117,마스크 & 팩,윤조마스크,477
111970000348,라네즈,11197,로션 & 에멀젼,에센셜 밸런싱 에멀젼_모이스춰,478
310300100037,플레시아,31030,치약,자연담은 키즈치약 감귤향 [4입],479
111771001528,이니스프리,11177,미스트,제주왕벚꽃 미스트 120mL+톤업크림 튜브 50mL+듀얼파우치+더블 키트+4종 GWP,480
111290000372,해피바스,11129,선케어,퍼펙트 선크림 SPF50+ PA+++,481
111310000511,미쟝센,11131,샴푸,퍼펙트세럼 미셀라 샴푸,482
002071000001,부르조아,00207,립,[보브랭 재입고] 루즈 에디션 벨벳,483
111771000823,이니스프리,11177,로션 & 에멀젼,비자 트러블 스킨케어세트,484
003031000005,오드리리프스,00303,칫솔,베어드 흑진주칫솔(화이트),485
111130000341,아이오페,11113,에센스 & 크림,맨 트리플 리프트 세럼,486
002071000033,부르조아,00207,립,립 듀오 스컬프트,487
002061000346,에뛰드하우스,00206,트리트먼트 & 팩,리페어 마이 헤어 아몬드 헤어 프라이머,488
001091000031,미팩토리,00109,스페셜 케어,[미팩토리]콜라겐 헤어팩,489
000511000045,피카소,00051,얼굴(Face) 전용,195 컨실러,490
111290100646,해피바스,11129,클렌징 폼,[6입] 훼이셜 요거트 촉촉폼,491
111310000444,미쟝센,11131,샴푸,리본드 프로틴 샴푸 400ml(히든 딜!),492
220220000123,리리코스 마린에너지,22022,아이섀도우,[P] 컬러리얼 아이즈,493
001061000002,아넷사,00106,"",아넷사 퍼펙트 UV 선스크린 스킨케어 젤 90g,494
007011000355,CEO 보떼,00701,스킨케어,랑팔라투르 유기농 샴푸 세이지-베르가못 1L(바이오 샴푸잉두쉬),495
